date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:09:02	146764/146764	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2223d4c-683b558d-33f86b754aa38c16;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/Nunito-Medium.ttf	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/Nunito-Medium.ttf	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:02	826304/826304	---M-Z	200	added ('OK')	image/svg+xml	etag:%22c9bc0-683b558d-1795e913098ee270;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/Nunito-Medium.svg	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/Nunito-Medium.svg	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:02	116168/116168	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c5c8-683b558d-186bc58a77be3191;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/Nunito-SemiBold.eot	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/Nunito-SemiBold.eot	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:03	116168/116168	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c5c8-683b558d-3f51eb500b7873c5;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/Nunito-SemiBoldd41d.eot?	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/Nunito-SemiBoldd41dd41d.eot	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:03	51528/51528	---M--	200	added ('OK')	application/font-woff	etag:%22c948-683b558d-adaa7de71166d590;;;%22	https://mymartdeal.store/admin_panel/assets/fonts/Nunito-SemiBold.woff	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/Nunito-SemiBold.woff	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:03	115968/115968	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221c500-683b558d-a1a2f754ae6bd0b0;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/Nunito-SemiBold.ttf	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/Nunito-SemiBold.ttf	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:03	526610/526610	---M-Z	200	added ('OK')	image/svg+xml	etag:%2280912-683b558d-81b958f2e055a07d;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/Nunito-SemiBold.svg	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/Nunito-SemiBold.svg	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:03	116020/116020	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c534-683b558d-7ba9b0d744cdde81;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/Nunito-Bold.eot	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/Nunito-Bold.eot	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:04	116020/116020	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c534-683b558d-7e4acf7954ee83ec;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/Nunito-Boldd41d.eot?	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/Nunito-Boldd41dd41d.eot	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:04	51940/51940	---M--	200	added ('OK')	application/font-woff	etag:%22cae4-683b558d-354fa1aa94f1d1e0;;;%22	https://mymartdeal.store/admin_panel/assets/fonts/Nunito-Bold.woff	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/Nunito-Bold.woff	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:04	115852/115852	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221c48c-683b558d-5e005567597279b;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/Nunito-Bold.ttf	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/Nunito-Bold.ttf	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:04	530653/530653	---M-Z	200	added ('OK')	image/svg+xml	etag:%22818dd-683b558d-f3ae25fd8ce0b805;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/Nunito-Bold.svg	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/Nunito-Bold.svg	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:04	4605/4605	---M--	200	added ('OK')	image/png	etag:%2211fd-683b558d-2ebad90fe226ef78;;;%22	https://mymartdeal.store/admin_panel/assets/images/bg-pattern.png	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/images/bg-pattern.png	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:05	341/341	---M-Z	200	added ('OK')	image/svg+xml	etag:%22155-683b558d-b4b21c2ab874f121;gz%22	https://mymartdeal.store/admin_panel/assets/images/bg-pattern-light.svg	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/images/bg-pattern-light.svg	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:05	117961/117961	---M--	200	added ('OK')	image/jpeg	etag:%221ccc9-683b558d-85aa0eb850dcc006;;;%22	https://mymartdeal.store/admin_panel/assets/images/bg-auth.jpg	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/images/bg-auth.jpg	(from https://mymartdeal.store/admin_panel/assets/css/app-saas.min.css)
18:09:05	403744/403744	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262920-683b558d-4245deb0df40fb97;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/unicons8adf.eot?34404611	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/unicons8adf8adf.eot	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:06	287/287	---M--	200	added ('OK')	text/html	etag:%2211f-683b558d-c1eb87fa329f8827;;;%22	https://mymartdeal.store/admin_panel/assets/fontsunicons8adf.html?34404611	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fontsunicons8adf8adf.html	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:06	147808/147808	---M--	200	added ('OK')	font/woff2	etag:%2224160-683b558d-840edd080057e8cf;;;%22	https://mymartdeal.store/admin_panel/assets/fonts/unicons8adf.woff2?34404611	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/unicons8adf8adf.woff2	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:06	203748/203748	---M--	200	added ('OK')	application/font-woff	etag:%2231be4-683b558d-80745cd634420b04;;;%22	https://mymartdeal.store/admin_panel/assets/fonts/unicons8adf.woff?34404611	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/unicons8adf8adf.woff	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:06	403580/403580	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%226287c-683b558d-8926ae03ccf8c41f;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/unicons8adf.ttf?34404611	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/unicons8adf8adf.ttf	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:06	547070/547070	---M-Z	200	added ('OK')	image/svg+xml	etag:%22858fe-683b558d-73b7da4d7963e796;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/unicons8adf.svg?34404611	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/unicons8adf8adf.svg	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:07	403228/403228	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%226271c-683b558d-18260d4493ad1053;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/remixicondf6d.eot?t=1590207869815	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/remixicondf6ddf6d.eot	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:07	125268/125268	---M--	200	added ('OK')	font/woff2	etag:%221e954-683b558d-129f36c833acf54a;;;%22	https://mymartdeal.store/admin_panel/assets/fonts/remixicondf6d.woff2?t=1590207869815	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/remixicondf6ddf6d.woff2	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:07	172876/172876	---M--	200	added ('OK')	application/font-woff	etag:%222a34c-683b558d-4f3c0c14398ce6a4;;;%22	https://mymartdeal.store/admin_panel/assets/fonts/remixicondf6d.woff?t=1590207869815	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/remixicondf6ddf6d.woff	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:08	403056/403056	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2262670-683b558d-d90e4d928efe6992;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/remixicondf6d.ttf?t=1590207869815	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/remixicondf6ddf6d.ttf	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:08	1202357/1202357	---MCZ	200	added ('OK')	image/svg+xml	etag:%221258b5-683b558d-6927ed2d9d76e321;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/remixicondf6d.svg?t=1590207869815	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/remixicondf6ddf6d.svg	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:08	1148064/1148064	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221184a0-683b558d-27e868bc4a34d646;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/materialdesignicons-webfont1d2d.eot?v=6.5.95	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/materialdesignicons-webfont1d2d1d2d.eot	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:08	1148064/1148064	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221184a0-683b558d-20e67a318d9148dd;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/materialdesignicons-webfontd41d.eot?	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/materialdesignicons-webfontd41dd41d.eot	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:09	361384/361384	---M--	200	added ('OK')	font/woff2	etag:%22583a8-683b558d-bff9052b2ccd249c;;;%22	https://mymartdeal.store/admin_panel/assets/fonts/materialdesignicons-webfont1d2d.woff2?v=6.5.95	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/materialdesignicons-webfont1d2d1d2d.woff2	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:09	521080/521080	---M--	200	added ('OK')	application/font-woff	etag:%227f378-683b558d-ae752ed8501fed23;;;%22	https://mymartdeal.store/admin_panel/assets/fonts/materialdesignicons-webfont1d2d.woff?v=6.5.95	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/materialdesignicons-webfont1d2d1d2d.woff	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:09	1147844/1147844	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%221183c4-683b558d-b5178fa9d5890204;gz%22	https://mymartdeal.store/admin_panel/assets/fonts/materialdesignicons-webfont1d2d.ttf?v=6.5.95	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/materialdesignicons-webfont1d2d1d2d.ttf	(from https://mymartdeal.store/admin_panel/assets/css/icons.min.css)
18:09:09	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/admin_panel/typeahead.js	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/typeahead.js	(from https://mymartdeal.store/admin_panel/assets/js/typeahead.bundle.min.js)
18:09:14	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/admin_panel/chrome/	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/chrome/index.html	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:14	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/admin_panel/applewebkit/	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/applewebkit/index.html	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:15	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/admin_panel/edge/	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/edge/index.html	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:15	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/mixins/_rounded.css	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/mixins/_rounded.85.delayed	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:16	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/mixins/_focus.css	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/mixins/_focus.css	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:16	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/mixins/_shadow.css	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/mixins/_shadow.css	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:17	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/mixins/_disabled.css	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/mixins/_disabled.css	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:17	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/mixins/_button.css	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/mixins/_button.css	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:20	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/admin_panel/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:20	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/admin_panel/Trident/	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/Trident/index.html	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:20	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/admin_panel/Firefox/	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/Firefox/index.html	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:21	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/admin_panel/Edge/	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/Edge/index-2.html	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:21	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/admin_panel/Chrome/	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/Chrome/index-2.html	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:21	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/admin_panel/bundle.js	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/bundle.8a.delayed	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:21	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/admin_panel/Safari/	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/Safari/index.html	(from https://mymartdeal.store/admin_panel/assets/js/ckeditor.js)
18:09:22	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/admin_panel/rtl.min.css	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/rtl.min.css	(from https://mymartdeal.store/admin_panel/assets/js/app.min.js)
18:09:22	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Jun%202025%2012:39:22%20GMT	https://mymartdeal.store/admin_panel/ajax.php	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/ajax.php	(from https://mymartdeal.store/admin_panel/js/common.js)
18:09:23	29587/29587	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jun%202025%2012:39:22%20GMT	https://mymartdeal.store/admin_panel/logout.php	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/logout.html	(from https://mymartdeal.store/admin_panel/js/common.js)
18:09:23	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Jun%202025%2012:39:23%20GMT	https://mymartdeal.store/admin_panel/index.php	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/index.php	(from https://mymartdeal.store/admin_panel/js/login.js)
18:09:26	287/287	---M--	200	added ('OK')	text/html	etag:%2211f-683b558d-2b02daece9f60e8;;;%22	https://mymartdeal.store/admin_panel/assets/fonts/uni030C.alt.html	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/uni030C.alt.html	(from https://mymartdeal.store/admin_panel/assets/fonts/Nunito-Medium.svg)
18:09:26	287/287	---M--	200	added ('OK')	text/html	etag:%2211f-683b558d-6487af974d726bb0;;;%22	https://mymartdeal.store/admin_panel/assets/fonts/uni0335.html	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/assets/fonts/uni0335.html	(from https://mymartdeal.store/admin_panel/assets/fonts/Nunito-Medium.svg)
18:09:33	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Jun%202025%2012:39:33%20GMT	https://mymartdeal.store/admin_panel/index.php	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/index.91.delayed	(from https://mymartdeal.store/admin_panel/logout.php)
18:09:33	1221/1221	---M-Z	200	added ('OK')	application/x-javascript	etag:%224c5-683b558d-f219bb01071988da;gz%22	https://mymartdeal.store/admin_panel/js/logout.js	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/js/logout.js	(from https://mymartdeal.store/admin_panel/logout.php)
